ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_punched_out,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_outcome,pass_outswinging,pass_recipient,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_replacement,tactics,team,team_id,timestamp,type,under_pressure,x,y,end_x,end_y,x1_bin,y1_bin,x2_bin,y2_bin,start_zone_value,end_zone_value,pass_xT,progressive_xT,expected_assists_xA,shot_statsbomb_xg_cum,xg_chain,xg_buildup,Extraction Date,match_date,season,competition,h2h
,,,,,,,,,,,,,,,1.659428,,,,,,,,,,,,,,ebae0b81-f6b6-4268-a72f-52d99c1420f5,2808,,"[111.9, 9.1]",69271,75,,,,,3.0122378,,Right Foot,,,,"[87.3, 12.3]",,Ground Pass,,24.807257,,,Andrés Iniesta Luján,,,,,,2,From Free Kick,Thiago Alcântara do Nascimento,5208.0,Right Center Midfield,161,Barcelona,217,"['ee3cae85-b314-4bca-bc2a-0b21ad70a1f4', 'f57ab6ca-773b-46b8-9c37-d336a8b12a42']",28,,,,,,,,,,,,,Barcelona,217,00:30:28.766,Pass,True,111.9,9.1,87.3,12.3,11,0,8,1,0.037926,0.024015,-0.013911,0.0,,,0.10435251200000001,0.10435251200000001,2024-09-07 18:28:09.866059,2011-04-23,2010/2011,Spain - La Liga,Barcelona vs Osasuna
,,,,,,,,,,,,,,,1.165904,,,,,,,,,,,,,,461dbbbb-31fd-45ba-8c98-133914eef317,2811,,"[87.7, 12.6]",69271,75,,,,,2.0694492,,Right Foot,,,,"[82.2, 22.7]",,Ground Pass,,11.500435,,,Xavier Hernández Creus,,,,,,2,From Free Kick,Andrés Iniesta Luján,5216.0,Left Wing,161,Barcelona,217,['4dad8c99-7dae-4358-8794-0c6227d36476'],31,,,,,,,,,,,,,Barcelona,217,00:30:31.546,Pass,,87.7,12.6,82.2,22.7,8,1,8,2,0.024015,0.024122,0.00010699999999999946,0.00010699999999999946,,,0.10435251200000001,0.10435251200000001,2024-09-07 18:28:09.866059,2011-04-23,2010/2011,Spain - La Liga,Barcelona vs Osasuna
,,,,,,,,,,,,,,,1.231592,,,,,,,,,,,,,,257007ea-2bbc-4e0d-8fba-a60b3a592fce,2815,,"[75.4, 27.3]",69271,75,,,,,-1.9595841,,Left Foot,,,,"[72.0, 19.0]",,Ground Pass,,8.969393,,,Maxwell Scherrer Cabelino Andrade,,,,,,2,From Free Kick,Xavier Hernández Creus,20131.0,Left Center Midfield,161,Barcelona,217,"['8257a400-33a5-4617-a6d9-c65f5ad8c1c2', 'a27189a0-44f5-4a40-ad6b-aa28b3c79433']",35,,,,,,,,,,,,,Barcelona,217,00:30:35.166,Pass,True,75.4,27.3,72.0,19.0,7,2,7,1,0.019351,0.018703,-0.0006479999999999993,0.0,,,0.10435251200000001,0.10435251200000001,2024-09-07 18:28:09.866059,2011-04-23,2010/2011,Spain - La Liga,Barcelona vs Osasuna
,,,,,,,,,,,,,,,1.182994,,,,,,,,,,,,,,e5a7f648-2299-4a9e-a6a8-c6cb9108430e,2818,,"[72.0, 19.0]",69271,75,,,,,-0.7474417,,Right Foot,,,,"[80.2, 11.4]",,Ground Pass,,11.18034,,,Andrés Iniesta Luján,,,,,,2,From Free Kick,Maxwell Scherrer Cabelino Andrade,26613.0,Left Back,161,Barcelona,217,['e49b0d78-9650-4bbb-8a0f-5de7d782b012'],36,,,,,,,,,,,,,Barcelona,217,00:30:36.884,Pass,,72.0,19.0,80.2,11.4,7,1,7,1,0.018703,0.018703,0.0,0.0,,,0.10435251200000001,0.10435251200000001,2024-09-07 18:28:09.866059,2011-04-23,2010/2011,Spain - La Liga,Barcelona vs Osasuna
,,,,,,,,,,,,,,,0.668171,,,,,,,,,,,,,,be03b41f-75fe-4c18-b76b-7171e256d46a,2821,,"[80.2, 11.4]",69271,75,,,,,0.95779896,,Right Foot,,,,"[88.5, 23.2]",,Ground Pass,,14.426711,,,Lionel Andrés Messi Cuccittini,,,,,,2,From Free Kick,Andrés Iniesta Luján,5216.0,Left Wing,161,Barcelona,217,['8a5fea8e-a3f6-48a0-8bd6-0bd115b7d356'],39,,,,,,,,,,,,,Barcelona,217,00:30:39.573,Pass,,80.2,11.4,88.5,23.2,8,1,8,2,0.024015,0.024122,0.00010699999999999946,0.00010699999999999946,,,0.10435251200000001,0.10435251200000001,2024-09-07 18:28:09.866059,2011-04-23,2010/2011,Spain - La Liga,Barcelona vs Osasuna
,,,,,,,,,,,,,,,0.876351,,,,,,,,,,,,,,7b11b9b3-4b44-4da5-9112-c05c4891e4fc,2825,,"[92.5, 24.9]",69271,75,,,,,2.5503006,6299cfcf-e633-4c1c-93b4-9232916651f8,Left Foot,,,,"[85.5, 29.6]",,Ground Pass,,8.431489,,,Andrés Iniesta Luján,True,,,,,2,From Free Kick,Lionel Andrés Messi Cuccittini,5503.0,Center Forward,161,Barcelona,217,['5add1360-93d9-4283-a2c9-a38b38e2f478'],41,,,,,,,,,,,,,Barcelona,217,00:30:41.133,Pass,,92.5,24.9,85.5,29.6,9,2,8,2,0.028552,0.024122,-0.00443,0.0,0.026332162,,0.10435251200000001,,2024-09-07 18:28:09.866059,2011-04-23,2010/2011,Spain - La Liga,Barcelona vs Osasuna
,,,,,,,,,,,,,,,0.1974,,,,,,,,,,,,,,6299cfcf-e633-4c1c-93b4-9232916651f8,2828,,"[90.8, 38.3]",69271,75,,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,Andrés Iniesta Luján,5216.0,Left Wing,161,Barcelona,217,"['c252b3a3-0d23-454c-9e8c-36b4a426049c', 'c4d2e621-c78c-4663-b9d8-221d8ee184b1']",43,Right Foot,"[96.2, 38.1]",,"[{'location': [88.8, 35.8], 'player': {'id': 26169, 'name': 'Javier Camuñas Gallego'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': False}, {'location': [93.1, 30.1], 'player': {'id': 26660, 'name': 'Krisztián Vadócz'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [97.3, 38.1], 'player': {'id': 26254, 'name': 'Manuel Jesús Ortiz Toribio'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [98.7, 34.6], 'player': {'id': 24313, 'name': 'Miguel Flaño Bezunartea'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [100.3, 47.2], 'player': {'id': 3498, 'name': 'Ignacio Monreal Eraso'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [92.1, 39.5], 'player': {'id': 26723, 'name': 'Álvaro Cejudo Carmona'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': False}, {'location': [93.1, 27.0], 'player': {'id': 26002, 'name': 'Javad Nekounam'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [100.4, 23.8], 'player': {'id': 26589, 'name': 'Nélson Augusto Tomar Marcos'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [118.2, 39.8], 'player': {'id': 25912, 'name': 'Ricardo López Felipe'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [100.3, 20.6], 'player': {'id': 5503, 'name': 'Lionel Andrés Messi Cuccittini'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [92.8, 1.8], 'player': {'id': 5208, 'name': 'Thiago Alcântara do Nascimento'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': True}, {'location': [88.4, 49.2], 'player': {'id': 4891, 'name': 'Ibrahim Afellay'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [97.5, 64.4], 'player': {'id': 4324, 'name': 'Daniel Alves da Silva'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': True}]",7b11b9b3-4b44-4da5-9112-c05c4891e4fc,Blocked,0.026332162,Normal,Open Play,,,,Barcelona,217,00:30:43.496,Shot,,90.8,38.3,,,9,3,0,0,0.035113,0.006383,-0.02873,0.0,,0.026332162,0.10435251200000001,,2024-09-07 18:28:09.866059,2011-04-23,2010/2011,Spain - La Liga,Barcelona vs Osasuna
,,,,,,,,,,,,,,,0.754299,,,,,,,,,,,,,,08916285-3c2b-4c7f-b19d-ae9daf605c55,2833,,"[116.9, 58.4]",69271,75,,,,,-2.1409755,690c1a82-0e01-4309-a118-c3c2b4fcd6c6,Right Foot,True,True,,"[108.5, 45.3]",,Ground Pass,,15.561812,,,Andrés Iniesta Luján,True,,,,,2,From Free Kick,Daniel Alves da Silva,4324.0,Right Back,161,Barcelona,217,['2ac1ba37-a5d0-44ef-ad76-7b4ea03372a9'],48,,,,,,,,,,,,,Barcelona,217,00:30:48.420,Pass,,116.9,58.4,108.5,45.3,11,5,10,4,0.064426,0.108051,0.043625,0.043625,0.07802035,,0.10435251200000001,,2024-09-07 18:28:09.866059,2011-04-23,2010/2011,Spain - La Liga,Barcelona vs Osasuna
,,,,,,,,,,,,,,,0.582295,,,,,,,,,,,,,,690c1a82-0e01-4309-a118-c3c2b4fcd6c6,2835,,"[107.5, 49.0]",69271,75,,,True,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,Andrés Iniesta Luján,5216.0,Left Wing,161,Barcelona,217,['69373ba7-7dcc-4a97-8c1b-39f96d441167'],49,Right Foot,"[120.0, 39.8, 2.9]",True,"[{'location': [118.3, 42.0], 'player': {'id': 25912, 'name': 'Ricardo López Felipe'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [118.9, 60.0], 'player': {'id': 4324, 'name': 'Daniel Alves da Silva'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': True}, {'location': [112.1, 44.3], 'player': {'id': 5503, 'name': 'Lionel Andrés Messi Cuccittini'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [107.5, 22.5], 'player': {'id': 5208, 'name': 'Thiago Alcântara do Nascimento'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': True}, {'location': [107.1, 57.8], 'player': {'id': 4891, 'name': 'Ibrahim Afellay'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [113.3, 43.2], 'player': {'id': 24313, 'name': 'Miguel Flaño Bezunartea'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [113.0, 32.7], 'player': {'id': 26589, 'name': 'Nélson Augusto Tomar Marcos'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [107.1, 46.5], 'player': {'id': 26002, 'name': 'Javad Nekounam'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [102.8, 34.7], 'player': {'id': 26660, 'name': 'Krisztián Vadócz'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [107.6, 50.5], 'player': {'id': 26723, 'name': 'Álvaro Cejudo Carmona'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': False}, {'location': [116.1, 44.7], 'player': {'id': 26254, 'name': 'Manuel Jesús Ortiz Toribio'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [119.1, 57.5], 'player': {'id': 3498, 'name': 'Ignacio Monreal Eraso'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}]",08916285-3c2b-4c7f-b19d-ae9daf605c55,Post,0.07802035,Normal,Open Play,,,,Barcelona,217,00:30:49.199,Shot,,107.5,49.0,,,10,4,0,0,0.108051,0.006383,-0.101668,0.0,,0.10435251200000001,0.10435251200000001,,2024-09-07 18:28:09.866059,2011-04-23,2010/2011,Spain - La Liga,Barcelona vs Osasuna
,,,,,,,,,,,,,,,3.2369,,,,,,,,,,,,,,83be7362-5ee8-42d9-a0a7-6b4e284e3cda,2837,,"[7.0, 37.0]",69271,76,,,,,0.29392666,,Left Foot,,,,"[70.1, 56.1]",,High Pass,,65.92738,,,Damià Abella Pérez,,,,,Goal Kick,2,From Goal Kick,Ricardo López Felipe,25912.0,Goalkeeper,162,Osasuna,422,['650d396e-1216-4c03-8051-1160613881ef'],14,,,,,,,,,,,,,Osasuna,422,00:31:14.583,Pass,,7.0,37.0,70.1,56.1,0,3,6,5,0.009411,0.016856,0.007445,0.007445,,,,,2024-09-07 18:28:09.866059,2011-04-23,2010/2011,Spain - La Liga,Barcelona vs Osasuna
,,,,,,,,,,,,,,,1.543225,,,,,,,,,,,,,,e615396a-617f-46b0-909e-7f5333c3011e,2840,,"[70.1, 55.5]",69271,76,,,,True,-0.5902727,,,,,,"[90.4, 41.9]",,High Pass,,24.434607,Incomplete,,,,,,,,2,From Goal Kick,Damià Abella Pérez,25896.0,Right Wing,162,Osasuna,422,"['9267a177-25c9-490b-bdcd-995d8ae6af79', 'e1b0830a-8a7e-4ced-9a43-8e935d61de7c']",17,,,,,,,,,,,,,Osasuna,422,00:31:17.866,Pass,True,70.1,55.5,90.4,41.9,6,5,8,4,0.016856,0.023851,0.006995000000000001,0.006995000000000001,,,,,2024-09-07 18:28:09.866059,2011-04-23,2010/2011,Spain - La Liga,Barcelona vs Osasuna
,,,,,,,,,,,,,,,1.03299,,,,,,,,,,,,,,b53929e0-3b9e-40b8-8497-d4d09780ee3a,2844,,"[30.8, 38.6]",69271,76,,,,,-0.40725586,,Right Foot,,,,"[41.0, 34.2]",,Ground Pass,,11.108555,,,Seydou Kéita,,,,,,2,Regular Play,Javier Alejandro Mascherano,5506.0,Right Center Back,163,Barcelona,217,['0a56390b-a4aa-441f-9199-57c858368d63'],20,,,,,,,,,,,,,Barcelona,217,00:31:20.233,Pass,,30.8,38.6,41.0,34.2,3,3,3,3,0.011324,0.011324,0.0,0.0,,,,,2024-09-07 18:28:09.866059,2011-04-23,2010/2011,Spain - La Liga,Barcelona vs Osasuna
,,,,,,,,,,,,,,,0.862224,,,,,,,,,,,,,,52ae1503-6a24-4961-9d68-33c0492d7cc5,2847,,"[41.2, 33.8]",69271,76,,,,,1.8399638,,Left Foot,,,,"[36.4, 51.2]",,Ground Pass,,18.04993,,,Daniel Alves da Silva,,,,,,2,Regular Play,Seydou Kéita,20169.0,Center Defensive Midfield,163,Barcelona,217,['0d84211c-e8b0-43a8-af11-7fa3df9578c0'],21,,,,,,,,,,,,,Barcelona,217,00:31:21.306,Pass,,41.2,33.8,36.4,51.2,4,3,3,5,0.012626,0.011105,-0.0015209999999999998,0.0,,,,,2024-09-07 18:28:09.866059,2011-04-23,2010/2011,Spain - La Liga,Barcelona vs Osasuna
,,,,,,,,,,,,,,,0.526673,,,,,,,,,,,,,,d86ed243-db32-4a7d-afdd-e6ccf80017e0,2851,,"[36.4, 51.2]",69271,76,,,,,-0.16076274,,Right Foot,,,,"[43.8, 50.0]",,Ground Pass,,7.496666,,,Xavier Hernández Creus,,,,,,2,Regular Play,Daniel Alves da Silva,4324.0,Right Back,163,Barcelona,217,"['89fb4ac3-0bb7-456d-b248-f16402df98d4', 'ca975161-b518-4eb1-9091-6d526c46df83']",22,,,,,,,,,,,,,Barcelona,217,00:31:22.531,Pass,True,36.4,51.2,43.8,50.0,3,5,4,4,0.011105,0.012626,0.0015209999999999998,0.0015209999999999998,,,,,2024-09-07 18:28:09.866059,2011-04-23,2010/2011,Spain - La Liga,Barcelona vs Osasuna
,,,,,,,,,,,,,,,1.328109,,,,,,,,,,,,,,2bf18b7b-7136-4b0b-8db2-f31e4aee7f0d,2854,,"[43.8, 50.0]",69271,76,,,,,1.3822725,,Right Foot,,,,"[46.7, 65.2]",,Ground Pass,,15.474172,,,Ibrahim Afellay,,,,,,2,Regular Play,Xavier Hernández Creus,20131.0,Left Center Midfield,163,Barcelona,217,['551170eb-f1fc-4db8-b9f4-38e35e60e768'],23,,,,,,,,,,,,,Barcelona,217,00:31:23.178,Pass,,43.8,50.0,46.7,65.2,4,4,4,6,0.012626,0.012147,-0.00047900000000000026,0.0,,,,,2024-09-07 18:28:09.866059,2011-04-23,2010/2011,Spain - La Liga,Barcelona vs Osasuna
,,,,,,,,,,,,,,,2.380553,,,,,,,,,,,,,,b8d3ec85-1e49-4a5c-a263-ae43cd64d4f2,2858,,"[42.6, 63.2]",69271,76,,,,,-2.4556956,,Right Foot,,,,"[10.1, 36.6]",,Ground Pass,,41.997738,,,Víctor Valdés Arribas,,,,,,2,Regular Play,Ibrahim Afellay,4891.0,Right Wing,163,Barcelona,217,['a9b28b0d-5382-4dd2-8edf-0f2af5bcc137'],25,,,,,,,,,,,,,Barcelona,217,00:31:25.807,Pass,,42.6,63.2,10.1,36.6,4,6,0,3,0.012147,0.009411,-0.0027360000000000006,0.0,,,,,2024-09-07 18:28:09.866059,2011-04-23,2010/2011,Spain - La Liga,Barcelona vs Osasuna
,,,,,,,,,,,,,,,0.808543,,,,,,,,,,,,,,6daca30a-a80b-4ba7-8a99-acb4fcd805d5,2861,,"[13.2, 31.9]",69271,76,,,,,-0.23228899,,Right Foot,,,,"[31.8, 27.5]",,High Pass,,19.113346,Incomplete,,,,,,,,2,Regular Play,Víctor Valdés Arribas,20176.0,Goalkeeper,163,Barcelona,217,['17c6cf0c-6bb0-4308-80c4-4e651916e195'],29,,,,,,,,,,,,,Barcelona,217,00:31:29.466,Pass,,13.2,31.9,31.8,27.5,1,3,2,2,0.010827,0.010013,-0.0008140000000000005,0.0,,,,,2024-09-07 18:28:09.866059,2011-04-23,2010/2011,Spain - La Liga,Barcelona vs Osasuna
,,,,,,,,,,,,,,,1.134499,,,,,,,,,,,,,,8c4a4772-a6e4-4c64-b925-0cb514ad2769,2864,,"[88.3, 64.3]",69271,76,,,,,-0.7815372,784939ae-bde7-4e36-93ea-3e205196c83d,Right Foot,,,,"[101.3, 51.4]",,Low Pass,,18.314201,,,Javier Camuñas Gallego,True,,,,,2,Regular Play,Damià Abella Pérez,25896.0,Right Wing,164,Osasuna,422,['258761d1-2ca5-499c-9492-45af74ab46d6'],32,,,,,,,,,,,,,Osasuna,422,00:31:32.437,Pass,,88.3,64.3,101.3,51.4,8,6,10,5,0.024015,0.054911,0.030896,0.030896,0.028803175,,0.028803175,,2024-09-07 18:28:09.866059,2011-04-23,2010/2011,Spain - La Liga,Barcelona vs Osasuna
,,,,,,,,,,,,,,,0.1015,,,,,,,,,,,,,,784939ae-bde7-4e36-93ea-3e205196c83d,2868,,"[98.1, 47.9]",69271,76,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Javier Camuñas Gallego,26169.0,Center Attacking Midfield,164,Osasuna,422,"['3ded6e43-5496-4a20-b4a2-cb0cba6740bb', 'fa2f46e6-3019-4ff7-8138-c7b1e903ce7c']",35,Left Foot,"[99.1, 47.6]",,"[{'location': [95.6, 47.0], 'player': {'id': 26660, 'name': 'Krisztián Vadócz'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': True}, {'location': [100.3, 41.1], 'player': {'id': 26518, 'name': 'Enrique Sola Clemente'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [118.6, 42.2], 'player': {'id': 20176, 'name': 'Víctor Valdés Arribas'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [96.8, 51.6], 'player': {'id': 26613, 'name': 'Maxwell Scherrer Cabelino Andrade'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [103.2, 52.7], 'player': {'id': 5203, 'name': 'Sergio Busquets i Burgos'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [99.2, 30.7], 'player': {'id': 4324, 'name': 'Daniel Alves da Silva'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [100.4, 47.5], 'player': {'id': 20169, 'name': 'Seydou Kéita'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [105.0, 43.6], 'player': {'id': 5506, 'name': 'Javier Alejandro Mascherano'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [96.1, 63.1], 'player': {'id': 25896, 'name': 'Damià Abella Pérez'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [103.8, 30.9], 'player': {'id': 26723, 'name': 'Álvaro Cejudo Carmona'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}]",8c4a4772-a6e4-4c64-b925-0cb514ad2769,Blocked,0.028803175,Normal,Open Play,,,,Osasuna,422,00:31:35.001,Shot,,98.1,47.9,,,9,4,0,0,0.035113,0.006383,-0.02873,0.0,,0.028803175,0.028803175,,2024-09-07 18:28:09.866059,2011-04-23,2010/2011,Spain - La Liga,Barcelona vs Osasuna
,,,,,,,,,,,,,,,0.967901,,,,,,,,,,,,,,abcb89ce-4239-4894-9297-da63c5f28baf,2874,,"[115.7, 4.8]",69271,76,,,,,3.1415927,,Right Foot,,,,"[108.8, 4.8]",,Ground Pass,,6.9,,,Ignacio Monreal Eraso,,,,,,2,Regular Play,Álvaro Cejudo Carmona,26723.0,Left Wing,164,Osasuna,422,['5a0444f6-c28b-405e-8ec5-129b4c2fe1ec'],43,,,,,,,,,,,,,Osasuna,422,00:31:43.235,Pass,,115.7,4.8,108.8,4.8,11,0,10,0,0.037926,0.034851,-0.0030750000000000013,0.0,,,,,2024-09-07 18:28:09.866059,2011-04-23,2010/2011,Spain - La Liga,Barcelona vs Osasuna
,,,,,,,,,,,,,,,5.4301,,,,,,,,,,,,,,5038e042-a99e-416e-abb2-4f2737702e5f,2876,,"[106.9, 5.0]",69271,76,,,,,1.586323,,Left Foot,True,,,"[105.9, 69.4]",,High Pass,,64.40776,,,Damià Abella Pérez,,,True,,,2,Regular Play,Ignacio Monreal Eraso,3498.0,Left Back,164,Osasuna,422,['4775563e-ecc7-491d-a8b2-408c72a198e7'],44,,,,,,,,,,,,,Osasuna,422,00:31:44.203,Pass,,106.9,5.0,105.9,69.4,10,0,10,6,0.034851,0.04067,0.005818999999999998,0.005818999999999998,,,,,2024-09-07 18:28:09.866059,2011-04-23,2010/2011,Spain - La Liga,Barcelona vs Osasuna
,,,,,,,,,,,,,,,1.510007,,,,,,,,,,,,,,61adb9f2-07dd-4264-8854-fd33cd9bb0ca,2880,,"[104.7, 68.9]",69271,76,,,,,3.1060522,,Right Foot,,,,"[82.2, 69.7]",,Ground Pass,,22.514217,,,Nélson Augusto Tomar Marcos,,,,,,2,Regular Play,Damià Abella Pérez,25896.0,Right Wing,164,Osasuna,422,['cb8c2707-61a1-4c43-80c9-f80b90a4d2e9'],49,,,,,,,,,,,,,Osasuna,422,00:31:49.637,Pass,,104.7,68.9,82.2,69.7,10,6,8,6,0.04067,0.024015,-0.016654999999999996,0.0,,,,,2024-09-07 18:28:09.866059,2011-04-23,2010/2011,Spain - La Liga,Barcelona vs Osasuna
,,,,,,,,,,,,,,,1.2121,,,,,,,,,,,,,,a5a794c9-25ba-408c-8b2f-019ab2f436d8,2883,,"[80.5, 65.9]",69271,76,,,,,-0.5381364,,Left Foot,,,,"[106.3, 50.5]",,High Pass,,30.04663,Incomplete,,,,,,,,2,Regular Play,Nélson Augusto Tomar Marcos,26589.0,Right Back,164,Osasuna,422,['5afe4ad5-cf8d-4a09-81f9-c8a64844cb73'],53,,,,,,,,,,,,,Osasuna,422,00:31:53.851,Pass,,80.5,65.9,106.3,50.5,8,6,10,4,0.024015,0.108051,0.084036,0.084036,,,,,2024-09-07 18:28:09.866059,2011-04-23,2010/2011,Spain - La Liga,Barcelona vs Osasuna
,,,,,,,,,,,,,,,1.154175,,,,,,,,,,,,,,5afe4ad5-cf8d-4a09-81f9-c8a64844cb73,2884,,"[14.7, 30.5]",69271,76,,,,,-0.32014543,,Head,,,,"[33.4, 24.3]",,Low Pass,,19.701015,,,Andrés Iniesta Luján,,,,,Recovery,2,Regular Play,Sergio Busquets i Burgos,5203.0,Left Center Back,165,Barcelona,217,"['a5a794c9-25ba-408c-8b2f-019ab2f436d8', 'c70ce428-be6c-4112-8e0f-16f7e1fbc1f9']",55,,,,,,,,,,,,,Barcelona,217,00:31:55.063,Pass,,14.7,30.5,33.4,24.3,1,2,3,2,0.009777,0.011105,0.001328000000000001,0.001328000000000001,,,,,2024-09-07 18:28:09.866059,2011-04-23,2010/2011,Spain - La Liga,Barcelona vs Osasuna
,,,,,,,,,,,,,,,0.852243,,,,,,,,,,,,,,6d902ead-f942-4bfb-9263-811da907bd27,2887,,"[33.4, 24.3]",69271,76,,,,,0.25168997,,Right Foot,,,,"[43.9, 27.0]",,Ground Pass,,10.841587,,,Thiago Alcântara do Nascimento,,,,,,2,Regular Play,Andrés Iniesta Luján,5216.0,Left Center Midfield,165,Barcelona,217,['ed68899d-aac9-4092-82ea-ca89d43c5868'],57,,,,,,,,,,,,,Barcelona,217,00:31:57.938,Pass,,33.4,24.3,43.9,27.0,3,2,4,2,0.011105,0.012692,0.0015869999999999999,0.0015869999999999999,,,,,2024-09-07 18:28:09.866059,2011-04-23,2010/2011,Spain - La Liga,Barcelona vs Osasuna
,,,,,,,,,,,,,,,0.840204,,,,,,,,,,,,,,7f08f734-a299-4ff2-b5ef-0323ccdc3f1f,2890,,"[43.9, 27.0]",69271,76,,,,,-2.5153313,,Right Foot,,,,"[39.2, 23.6]",,Ground Pass,,5.800862,,,Andrés Iniesta Luján,,,,,,2,Regular Play,Thiago Alcântara do Nascimento,5208.0,Left Wing,165,Barcelona,217,['db1648db-ee75-42e2-9319-0a16d73a8239'],58,,,,,,,,,,,,,Barcelona,217,00:31:58.870,Pass,,43.9,27.0,39.2,23.6,4,2,3,2,0.012692,0.011105,-0.0015869999999999999,0.0,,,,,2024-09-07 18:28:09.866059,2011-04-23,2010/2011,Spain - La Liga,Barcelona vs Osasuna
,,,,,,,,,,,,,,,2.19695,,,,,,,,,,,,,,aea67fa0-57e3-4b7a-ad0c-1e023a28cc1c,2893,,"[39.2, 23.4]",69271,77,,,,,1.4117732,,Right Foot,,,,"[44.3, 55.2]",,Ground Pass,,32.206367,,,Daniel Alves da Silva,,,,,,2,Regular Play,Andrés Iniesta Luján,5216.0,Left Center Midfield,165,Barcelona,217,['2110b4ee-c518-4a98-a037-7c60346eb763'],1,,,,,,,,,,,,,Barcelona,217,00:32:01.495,Pass,,39.2,23.4,44.3,55.2,3,2,4,5,0.011105,0.012692,0.0015869999999999999,0.0015869999999999999,,,,,2024-09-07 18:28:09.866059,2011-04-23,2010/2011,Spain - La Liga,Barcelona vs Osasuna
