50_50,ball_receipt_outcome,ball_recovery_offensive,ball_recovery_recovery_failure,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_punched_out,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_outcome,pass_outswinging,pass_recipient,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_replacement,tactics,team,team_id,timestamp,type,under_pressure,x,y,end_x,end_y,x1_bin,y1_bin,x2_bin,y2_bin,start_zone_value,end_zone_value,pass_xT,progressive_xT,expected_assists_xA,shot_statsbomb_xg_cum,xg_chain,xg_buildup,Extraction Date,match_date,season,competition,h2h
,,,,,,,,,,,,,,,,,2.6404,,,,,,,,,,,,,ec342a08-24f1-44a4-9d26-083915ec3ee1,1038,,"[86.7, 14.7]",69280,20,,,,,-0.28023142,,Right Foot,,,,"[107.2, 8.8]",,Ground Pass,,21.332136,,,Yves Hadley Desmarets,,,,,,,1,Regular Play,Manuel Pablo García Díaz,26209.0,Left Back,37,RC Deportivo La Coruña,219,['a8a5a2a3-6e9b-44a1-922d-511fa8e52687'],51,,,,,,,,,,,,,RC Deportivo La Coruña,219,00:20:51.122,Pass,,86.7,14.7,107.2,8.8,8,1,10,0,0.024015,0.034851,0.010835999999999998,0.010835999999999998,,,0.44099477,0.44099477,2024-09-07 18:28:25.959180,2011-01-08,2010/2011,Spain - La Liga,RC Deportivo La Coruña vs Barcelona
,,,,,,,,,,,,,,,,,1.6947,,,,,,,,,,,,,d1261e3a-c4cf-414d-8b14-087cf6fb126e,1041,,"[111.9, 9.3]",69280,20,,,,,1.5081606,,Left Foot,True,,,"[113.7, 38.0]",,High Pass,,28.756392,Incomplete,,Adrián López Álvarez,,,,,,,1,Regular Play,Yves Hadley Desmarets,26733.0,Left Wing,37,RC Deportivo La Coruña,219,"['8b311a79-4158-4a74-9d49-4ab1e48fc959', '9a8a49f9-c17f-4d41-8ca5-20f2bc523557']",53,,,,,,,,,,,,,RC Deportivo La Coruña,219,00:20:53.843,Pass,,111.9,9.3,113.7,38.0,11,0,11,3,0.037926,0.257454,0.219528,0.219528,,,0.44099477,0.44099477,2024-09-07 18:28:25.959180,2011-01-08,2010/2011,Spain - La Liga,RC Deportivo La Coruña vs Barcelona
,,,,,,,,,,,,,,,,,1.1638,,,,,,,,,,,,,d523d974-c4a9-44a4-9f9a-9605e6173ebc,1046,,"[109.8, 37.1]",69280,20,,,,True,0.87090343,ad5d8984-ac1e-4b53-aeef-6a48f3de38df,,,,,"[114.6, 42.8]",,High Pass,,7.4518456,,,Adrián López Álvarez,True,,,,,Recovery,1,Regular Play,Juan Domínguez Lamas,24234.0,Center Attacking Midfield,37,RC Deportivo La Coruña,219,"['3d23c5d6-4fdd-486e-8041-18918d3bbc32', 'c809ba48-c4a9-4337-b55a-86852efdcac5']",57,,,,,,,,,,,,,RC Deportivo La Coruña,219,00:20:57.344,Pass,True,109.8,37.1,114.6,42.8,10,3,11,4,0.108051,0.257454,0.149403,0.149403,0.44099477,,0.44099477,,2024-09-07 18:28:25.959180,2011-01-08,2010/2011,Spain - La Liga,RC Deportivo La Coruña vs Barcelona
,,,,,,,,,,,,,,,,,1.362318,,,,,,,,,,,,,ad5d8984-ac1e-4b53-aeef-6a48f3de38df,1048,,"[113.7, 40.0]",69280,20,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Adrián López Álvarez,6735.0,Center Forward,37,RC Deportivo La Coruña,219,['16c8a67b-1d07-42e4-ad2c-260e67ae76d1'],58,Right Foot,"[120.0, 44.9, 0.3]",True,"[{'location': [109.3, 41.8], 'player': {'id': 20177, 'name': 'Eric-Sylvain Bilal Abidal'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [108.2, 37.0], 'player': {'id': 5506, 'name': 'Javier Alejandro Mascherano'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [103.3, 40.5], 'player': {'id': 20169, 'name': 'Seydou Kéita'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [106.5, 27.0], 'player': {'id': 22102, 'name': 'Adriano Correia Claro'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [112.3, 27.1], 'player': {'id': 5213, 'name': 'Gerard Piqué Bernabéu'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [111.7, 38.9], 'player': {'id': 20125, 'name': 'Carles Puyol i Saforcada'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [102.7, 31.7], 'player': {'id': 5216, 'name': 'Andrés Iniesta Luján'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [98.3, 21.7], 'player': {'id': 12737, 'name': 'David Villa Sánchez'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': False}, {'location': [119.3, 39.6], 'player': {'id': 20176, 'name': 'Víctor Valdés Arribas'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [105.1, 50.1], 'player': {'id': 26175, 'name': 'Saúl Fernández García'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [107.1, 36.3], 'player': {'id': 24234, 'name': 'Juan Domínguez Lamas'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': True}, {'location': [96.5, 37.8], 'player': {'id': 26064, 'name': 'Antonio Tomás González'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': True}, {'location': [91.8, 22.4], 'player': {'id': 26209, 'name': 'Manuel Pablo García Díaz'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': True}]",d523d974-c4a9-44a4-9f9a-9605e6173ebc,Off T,0.44099477,Volley,Open Play,,,,RC Deportivo La Coruña,219,00:20:58.427,Shot,,113.7,40.0,,,11,3,0,0,0.257454,0.006383,-0.25107100000000004,0.0,,0.44099477,0.44099477,,2024-09-07 18:28:25.959180,2011-01-08,2010/2011,Spain - La Liga,RC Deportivo La Coruña vs Barcelona
,,,,,,,,,,,,,,,,,2.403036,,,,,,,,,,,,,1fa6dbd4-3739-4142-8e75-ba92cd0028a1,1050,,"[6.0, 44.0]",69280,21,,True,,,-0.15557082,,Right Foot,,,,"[85.7, 31.5]",,High Pass,,80.674286,Incomplete,,,,,,,,Goal Kick,1,From Goal Kick,Víctor Valdés Arribas,20176.0,Goalkeeper,38,Barcelona,217,['dcf4668c-3962-4bea-8328-4cf503b332a6'],39,,,,,,,,,,,,,Barcelona,217,00:21:39.947,Pass,,6.0,44.0,85.7,31.5,0,4,8,3,0.009411,0.023851,0.014440000000000001,0.014440000000000001,,,,,2024-09-07 18:28:25.959180,2011-01-08,2010/2011,Spain - La Liga,RC Deportivo La Coruña vs Barcelona
,,,,,,,,,,,,,,,,,3.0021,,,,,,,,,,,,,e3206df0-cd4d-4e31-ad49-d5670e85066b,1052,,"[35.3, 49.5]",69280,21,,,,,-0.79227877,,Right Foot,,,,"[78.6, 5.6]",,High Pass,,61.66117,,,Adrián López Álvarez,,,True,,,,1,Regular Play,Daniel Aranzubia Aguado,26029.0,Goalkeeper,39,RC Deportivo La Coruña,219,['c8d36a87-56f6-4c68-806f-f86f3ae47db5'],53,,,,,,,,,,,,,RC Deportivo La Coruña,219,00:21:53.840,Pass,,35.3,49.5,78.6,5.6,3,4,7,0,0.011324,0.017451,0.0061270000000000005,0.0061270000000000005,,,,,2024-09-07 18:28:25.959180,2011-01-08,2010/2011,Spain - La Liga,RC Deportivo La Coruña vs Barcelona
,,,,,,,,,,,,,,,,,1.3027,,,,,,,,,,,,,fa3218a8-289e-4661-960b-1355ef1ca14a,1058,,"[81.7, 1.0]",69280,22,,,,,0.23944774,,,,,,"[103.0, 6.2]",,Low Pass,,21.925556,,,Yves Hadley Desmarets,,,,,,Throw-in,1,From Throw In,Manuel Pablo García Díaz,26209.0,Left Back,40,RC Deportivo La Coruña,219,['4270bed0-67e4-4153-8929-46c80fbc8976'],11,,,,,,,,,,,,,RC Deportivo La Coruña,219,00:22:11.202,Pass,,81.7,1.0,103.0,6.2,8,0,10,0,0.021221,0.034851,0.01363,0.01363,,,,,2024-09-07 18:28:25.959180,2011-01-08,2010/2011,Spain - La Liga,RC Deportivo La Coruña vs Barcelona
,,,,,,,,,,,,,,,,,1.010468,,,,,,,,,,,,,5c715f12-3de3-4ae0-8624-bcdcc69f9da5,1067,,"[16.5, 76.3]",69280,22,,,,,0.06885649,,Right Foot,,,,"[22.3, 76.7]",,Ground Pass,,5.813777,,,Andrés Iniesta Luján,,,,,,,1,Regular Play,Gerard Piqué Bernabéu,5213.0,Right Center Back,41,Barcelona,217,['0abc72b8-49fc-4f12-861c-bf8c08f19a2a'],16,,,,,,,,,,,,,Barcelona,217,00:22:16.115,Pass,,16.5,76.3,22.3,76.7,1,7,1,7,0.007796,0.007796,0.0,0.0,,,0.0072507584,0.0072507584,2024-09-07 18:28:25.959180,2011-01-08,2010/2011,Spain - La Liga,RC Deportivo La Coruña vs Barcelona
,,,,,,,,,,,,,,,,,0.961068,,,,,,,,,,,,,e90d61a8-1aa3-4276-bfd3-dce93ee14a1e,1071,,"[40.8, 76.7]",69280,22,,,,,-0.075328894,,Right Foot,,,,"[46.1, 76.3]",,Ground Pass,,5.315073,,,Lionel Andrés Messi Cuccittini,,,,,,,1,Regular Play,Andrés Iniesta Luján,5216.0,Right Center Midfield,41,Barcelona,217,"['0a549ca1-5aae-4580-9482-adda700304a2', '4d91bd85-a89e-4eb8-b010-b334a2a282d8']",19,,,,,,,,,,,,,Barcelona,217,00:22:19.266,Pass,True,40.8,76.7,46.1,76.3,3,7,4,7,0.009777,0.011263,0.0014860000000000012,0.0014860000000000012,,,0.0072507584,0.0072507584,2024-09-07 18:28:25.959180,2011-01-08,2010/2011,Spain - La Liga,RC Deportivo La Coruña vs Barcelona
,,,,,,,,,,,,,,,,,0.800355,,,,,,,,,,,,,f3cfebff-4a27-49b9-b50b-89625de44808,1074,,"[46.1, 76.3]",69280,22,,,,,-1.3016288,,Left Foot,,,,"[48.5, 67.6]",,Ground Pass,,9.024965,,,Andrés Iniesta Luján,,,,,,,1,Regular Play,Lionel Andrés Messi Cuccittini,5503.0,Center Forward,41,Barcelona,217,['3ae20b3d-6822-46e9-a644-c4330a02dfd8'],20,,,,,,,,,,,,,Barcelona,217,00:22:20.502,Pass,,46.1,76.3,48.5,67.6,4,7,4,6,0.011263,0.012147,0.0008839999999999994,0.0008839999999999994,,,0.0072507584,0.0072507584,2024-09-07 18:28:25.959180,2011-01-08,2010/2011,Spain - La Liga,RC Deportivo La Coruña vs Barcelona
,,,,,,,,,,,,,,,,,1.303,,,,,,,,,,,,,7a1acd7e-458d-40da-9fd3-2e6e6aaf54c0,1078,,"[49.3, 59.8]",69280,22,,,,,-2.103952,,Right Foot,,,,"[42.1, 47.6]",,Ground Pass,,14.166157,,,Seydou Kéita,,,,,,,1,Regular Play,Andrés Iniesta Luján,5216.0,Right Center Midfield,41,Barcelona,217,"['45a16b4b-609f-4eb3-b646-7e41d32c6a19', 'd721885b-f734-4912-ab37-4430dec019d8']",22,,,,,,,,,,,,,Barcelona,217,00:22:22.101,Pass,True,49.3,59.8,42.1,47.6,4,5,4,4,0.012692,0.012626,-6.600000000000009e-05,0.0,,,0.0072507584,0.0072507584,2024-09-07 18:28:25.959180,2011-01-08,2010/2011,Spain - La Liga,RC Deportivo La Coruña vs Barcelona
,,,,,,,,,,,,,,,,,1.012013,,,,,,,,,,,,,6c69612c-52b3-4594-a8d5-e68318ab0562,1081,,"[42.6, 47.6]",69280,22,,,,,0.32994708,,Left Foot,,,,"[57.2, 52.6]",,Ground Pass,,15.432433,,,Andrés Iniesta Luján,,,,,,,1,Regular Play,Seydou Kéita,20169.0,Left Center Midfield,41,Barcelona,217,"['7f2af86f-0fbc-449e-82d6-340b87f492fb', 'd21dee86-7cc5-4393-9c94-32277ca37b1b']",23,,,,,,,,,,,,,Barcelona,217,00:22:23.404,Pass,True,42.6,47.6,57.2,52.6,4,4,5,5,0.012626,0.014291,0.0016649999999999998,0.0016649999999999998,,,0.0072507584,0.0072507584,2024-09-07 18:28:25.959180,2011-01-08,2010/2011,Spain - La Liga,RC Deportivo La Coruña vs Barcelona
,,,,,,,,,,,,,,,,,0.455,,,,,,,,,,,,,c03a0332-1126-428a-9f0e-e0d48d72fef0,1085,,"[64.6, 35.6]",69280,22,,,,,0.85399264,,Left Foot,,,,"[70.7, 42.6]",,Low Pass,,9.284934,Incomplete,,Pedro Eliezer Rodríguez Ledesma,,,,,,,1,Regular Play,Andrés Iniesta Luján,5216.0,Right Center Midfield,41,Barcelona,217,"['17e7fa38-8be8-4115-bacd-a88a3c7a7ca4', '41d572b3-77eb-489e-b9a1-fbc6c76fe255', 'c1547525-1053-498e-882d-1ff94250df2d']",26,,,,,,,,,,,,,Barcelona,217,00:22:26.776,Pass,True,64.6,35.6,70.7,42.6,6,3,6,4,0.016895,0.016895,0.0,0.0,,,0.0072507584,0.0072507584,2024-09-07 18:28:25.959180,2011-01-08,2010/2011,Spain - La Liga,RC Deportivo La Coruña vs Barcelona
,,,,,,,,,,,,,,,,,1.174883,,,,,,,,,,,,,2c51a773-ae84-4a28-b210-3bf5adf5ce86,1091,,"[64.8, 27.8]",69280,22,,,,,1.6945136,,Left Foot,,,,"[62.4, 47.1]",,Ground Pass,,19.44865,,,Javier Alejandro Mascherano,,,,,,,1,Regular Play,Seydou Kéita,20169.0,Left Center Midfield,41,Barcelona,217,"['551fcfad-c8b6-45e5-b431-c6f916af900f', '9e013607-a6a2-48aa-b487-486396c5fb99']",33,,,,,,,,,,,,,Barcelona,217,00:22:33.467,Pass,True,64.8,27.8,62.4,47.1,6,2,6,4,0.016856,0.016895,3.900000000000084e-05,3.900000000000084e-05,,,0.0072507584,0.0072507584,2024-09-07 18:28:25.959180,2011-01-08,2010/2011,Spain - La Liga,RC Deportivo La Coruña vs Barcelona
,,,,,,,,,,,,,,,,,2.590259,,,,,,,,,,,,,b6a980f0-9c36-4271-8e77-bf3bcdd9b44c,1094,,"[62.4, 50.8]",69280,22,,,,,0.6550731,,Right Foot,,,,"[85.7, 68.7]",,Ground Pass,,29.381968,,,Lionel Andrés Messi Cuccittini,,,,,,,1,Regular Play,Javier Alejandro Mascherano,5506.0,Center Defensive Midfield,41,Barcelona,217,['587db3bb-e748-443d-bf27-c1a44bc0a9c1'],35,,,,,,,,,,,,,Barcelona,217,00:22:35.326,Pass,,62.4,50.8,85.7,68.7,6,5,8,6,0.016856,0.024015,0.007159000000000002,0.007159000000000002,,,0.0072507584,0.0072507584,2024-09-07 18:28:25.959180,2011-01-08,2010/2011,Spain - La Liga,RC Deportivo La Coruña vs Barcelona
,,,,,,,,,,,,,,,,,3.394066,,,,,,,,,,,,,00557e97-b660-45bf-8cd7-43f2ea5285a7,1097,,"[88.3, 65.4]",69280,22,,,,,-1.9354365,,Left Foot,,,,"[69.1, 15.1]",,Low Pass,,53.839855,,,Eric-Sylvain Bilal Abidal,,,True,,,,1,Regular Play,Lionel Andrés Messi Cuccittini,5503.0,Center Forward,41,Barcelona,217,['0004ade4-50ba-4871-ae55-b3b68a69b3cf'],39,,,,,,,,,,,,,Barcelona,217,00:22:39.708,Pass,,88.3,65.4,69.1,15.1,8,6,6,1,0.024015,0.016118,-0.007897000000000001,0.0,,,0.0072507584,0.0072507584,2024-09-07 18:28:25.959180,2011-01-08,2010/2011,Spain - La Liga,RC Deportivo La Coruña vs Barcelona
,,,,,,,,,,,,,,,,,1.2673,,,,,,,,,,,,,03bf7a88-ddc7-4b2b-ade2-1fd97419fe3b,1100,,"[69.1, 12.1]",69280,22,,,,,0.7853982,,Left Foot,,,,"[76.5, 19.5]",,Ground Pass,,10.46518,,,Andrés Iniesta Luján,,,,,,,1,Regular Play,Eric-Sylvain Bilal Abidal,20177.0,Left Back,41,Barcelona,217,['e52ab230-0c06-4466-a59d-79ab42b23d42'],45,,,,,,,,,,,,,Barcelona,217,00:22:45.551,Pass,,69.1,12.1,76.5,19.5,6,1,7,1,0.016118,0.018703,0.0025850000000000005,0.0025850000000000005,,,0.0072507584,0.0072507584,2024-09-07 18:28:25.959180,2011-01-08,2010/2011,Spain - La Liga,RC Deportivo La Coruña vs Barcelona
,,,,,,,,,,,,,,,,,1.271048,,,,,,,,,,,,,7e20a2a4-cc28-4d47-82dc-e1a72c5f917c,1103,,"[75.7, 18.8]",69280,22,,,,,-2.5428088,,Left Foot,,,,"[67.2, 13.0]",,Ground Pass,,10.290287,,,Eric-Sylvain Bilal Abidal,,,,,,,1,Regular Play,Andrés Iniesta Luján,5216.0,Right Center Midfield,41,Barcelona,217,"['081887b4-6fdd-429f-a5c4-b9e8d78f8566', '1c6c2d97-3525-471f-b282-2e48cbe18eae']",46,,,,,,,,,,,,,Barcelona,217,00:22:46.818,Pass,True,75.7,18.8,67.2,13.0,7,1,6,1,0.018703,0.016118,-0.0025850000000000005,0.0,,,0.0072507584,0.0072507584,2024-09-07 18:28:25.959180,2011-01-08,2010/2011,Spain - La Liga,RC Deportivo La Coruña vs Barcelona
,,,,,,,,,,,,,,,,,2.095035,,,,,,,,,,,,,d305f0a6-5c46-45b9-81a6-4611852fa532,1106,,"[67.2, 13.0]",69280,22,,,,,1.6328285,,Left Foot,,,,"[65.2, 45.2]",,Ground Pass,,32.26205,,,Javier Alejandro Mascherano,,,,,,,1,Regular Play,Eric-Sylvain Bilal Abidal,20177.0,Left Back,41,Barcelona,217,['38dd194c-173a-44ad-831f-1037bf2a4962'],49,,,,,,,,,,,,,Barcelona,217,00:22:49.516,Pass,,67.2,13.0,65.2,45.2,6,1,6,4,0.016118,0.016895,0.0007769999999999999,0.0007769999999999999,,,0.0072507584,0.0072507584,2024-09-07 18:28:25.959180,2011-01-08,2010/2011,Spain - La Liga,RC Deportivo La Coruña vs Barcelona
,,,,,,,,,,,,,,,,,1.455118,,,,,,,,,,,,,92c8ebde-5578-4b86-9405-bedd56935567,1109,,"[63.9, 45.6]",69280,22,,,,,0.5191461,,Right Foot,,,,"[77.2, 53.2]",,Ground Pass,,15.31829,,,Gerard Piqué Bernabéu,,,,,,,1,Regular Play,Javier Alejandro Mascherano,5506.0,Center Defensive Midfield,41,Barcelona,217,['e3db5f85-c125-4b18-a2fd-5263f4de7fac'],52,,,,,,,,,,,,,Barcelona,217,00:22:52.537,Pass,,63.9,45.6,77.2,53.2,6,4,7,5,0.016895,0.019351,0.002456,0.002456,,,0.0072507584,0.0072507584,2024-09-07 18:28:25.959180,2011-01-08,2010/2011,Spain - La Liga,RC Deportivo La Coruña vs Barcelona
,,,,,,,,,,,,,,,,,1.324486,,,,,,,,,,,,,84b9f225-bad1-4c6b-ab2a-3b9d8d728185,1113,,"[76.5, 68.2]",69280,22,,,,,0.27518925,,Right Foot,,,,"[85.0, 70.6]",,Ground Pass,,8.832327,,,Lionel Andrés Messi Cuccittini,,,,,,,1,Regular Play,Gerard Piqué Bernabéu,5213.0,Right Center Back,41,Barcelona,217,['2ef82369-4408-49f7-91a2-cce25ff0197f'],59,,,,,,,,,,,,,Barcelona,217,00:22:59.059,Pass,,76.5,68.2,85.0,70.6,7,6,8,7,0.018703,0.021221,0.0025179999999999994,0.0025179999999999994,,,0.0072507584,0.0072507584,2024-09-07 18:28:25.959180,2011-01-08,2010/2011,Spain - La Liga,RC Deportivo La Coruña vs Barcelona
,,,,,,,,,,,,,,,,,1.897769,,,,,,,,,,,,,23fbffc0-1eb1-4a94-bf47-7f3745a00b84,1122,,"[75.0, 70.6]",69280,23,,,,,-1.7449788,,Right Foot,,,,"[70.9, 47.3]",,Ground Pass,,23.65798,,,Seydou Kéita,,,,,,,1,Regular Play,Gerard Piqué Bernabéu,5213.0,Right Center Back,41,Barcelona,217,['19c6acf7-6e83-4f07-896e-427cfd96e369'],4,,,,,,,,,,,,,Barcelona,217,00:23:04.025,Pass,,75.0,70.6,70.9,47.3,7,7,6,4,0.017451,0.016895,-0.0005560000000000009,0.0,,,0.0072507584,0.0072507584,2024-09-07 18:28:25.959180,2011-01-08,2010/2011,Spain - La Liga,RC Deportivo La Coruña vs Barcelona
,,,,,,,,,,,,,,,,,1.574795,,,,,,,,,,,,,327176d2-f589-4285-b8a6-7f8e682d6a90,1125,,"[75.7, 42.3]",69280,23,,,,,-1.3147405,,Left Foot,,,,"[81.8, 19.0]",,Ground Pass,,24.085266,,,Eric-Sylvain Bilal Abidal,,,,,,,1,Regular Play,Seydou Kéita,20169.0,Left Center Midfield,41,Barcelona,217,['442577f8-41d2-4da3-9f81-b5c33decb20c'],7,,,,,,,,,,,,,Barcelona,217,00:23:07.732,Pass,,75.7,42.3,81.8,19.0,7,4,8,1,0.019971,0.024015,0.0040440000000000025,0.0040440000000000025,,,0.0072507584,0.0072507584,2024-09-07 18:28:25.959180,2011-01-08,2010/2011,Spain - La Liga,RC Deportivo La Coruña vs Barcelona
,,,,,,,,,,,,,,,,,1.045607,,,,,,,,,,,,,c32b45fc-00e9-4d4e-9c88-ff42e9733dd0,1128,,"[83.9, 15.8]",69280,23,,,,,-0.5912921,,Left Foot,,,,"[97.9, 6.4]",,Ground Pass,,16.862978,,,Pedro Eliezer Rodríguez Ledesma,,,,,,,1,Regular Play,Eric-Sylvain Bilal Abidal,20177.0,Left Back,41,Barcelona,217,['40458ea5-3fc8-41c8-9530-5336e3cd2374'],9,,,,,,,,,,,,,Barcelona,217,00:23:09.959,Pass,,83.9,15.8,97.9,6.4,8,1,9,0,0.024015,0.027563,0.003547999999999999,0.003547999999999999,,,0.0072507584,0.0072507584,2024-09-07 18:28:25.959180,2011-01-08,2010/2011,Spain - La Liga,RC Deportivo La Coruña vs Barcelona
,,,,,,,,,,,,,,,,,1.783376,,,,,,,,,,,,,c8ba065f-5b4d-46ff-bbb0-5bea746cc5ad,1131,,"[93.3, 6.9]",69280,23,,,,,2.7559116,,Right Foot,,,,"[80.0, 12.3]",,Ground Pass,,14.354442,,,Eric-Sylvain Bilal Abidal,,,,,,,1,Regular Play,Pedro Eliezer Rodríguez Ledesma,3958.0,Right Wing,41,Barcelona,217,['17f01da9-4abc-42b2-8ba0-380b6d65e404'],12,,,,,,,,,,,,,Barcelona,217,00:23:12.532,Pass,,93.3,6.9,80.0,12.3,9,0,7,1,0.027563,0.018703,-0.00886,0.0,,,0.0072507584,0.0072507584,2024-09-07 18:28:25.959180,2011-01-08,2010/2011,Spain - La Liga,RC Deportivo La Coruña vs Barcelona
,,,,,,,,,,,,,,,,,1.2038,,,,,,,,,,,,,503356a5-c9d6-4c89-8204-c052fc006995,1134,,"[80.0, 12.3]",69280,23,,,,,1.2716408,,Left Foot,,,,"[83.3, 23.0]",,Ground Pass,,11.197321,,,Andrés Iniesta Luján,,,,,,,1,Regular Play,Eric-Sylvain Bilal Abidal,20177.0,Left Back,41,Barcelona,217,['86283793-f30f-4371-9545-e17e0279b768'],14,,,,,,,,,,,,,Barcelona,217,00:23:14.335,Pass,,80.0,12.3,83.3,23.0,7,1,8,2,0.018703,0.024122,0.005419,0.005419,,,0.0072507584,0.0072507584,2024-09-07 18:28:25.959180,2011-01-08,2010/2011,Spain - La Liga,RC Deportivo La Coruña vs Barcelona
,,,,,,,,,,,,,,,,,1.84887,,,,,,,,,,,,,e1955fd2-1751-4e96-80ff-9cbba4b2f759,1138,,"[79.6, 27.3]",69280,23,,,,,1.5213318,366a7944-2e55-4221-869f-7877fbcff1d4,Right Foot,,,,"[81.1, 57.6]",,Ground Pass,,30.337107,,,Adriano Correia Claro,True,,,,,,1,Regular Play,Andrés Iniesta Luján,5216.0,Right Center Midfield,41,Barcelona,217,['575366d3-9287-448f-9b54-920e8e4eb748'],16,,,,,,,,,,,,,Barcelona,217,00:23:16.937,Pass,,79.6,27.3,81.1,57.6,7,2,8,5,0.019351,0.024122,0.004771000000000001,0.004771000000000001,0.0072507584,,0.0072507584,,2024-09-07 18:28:25.959180,2011-01-08,2010/2011,Spain - La Liga,RC Deportivo La Coruña vs Barcelona
