bad_behaviour_card,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,block_save_block,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_outcome,pass_outswinging,pass_recipient,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_deflected,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_replacement,tactics,team,team_id,timestamp,type,under_pressure,x,y,end_x,end_y,x1_bin,y1_bin,x2_bin,y2_bin,start_zone_value,end_zone_value,pass_xT,progressive_xT,expected_assists_xA,shot_statsbomb_xg_cum,xg_chain,xg_buildup,Extraction Date,match_date,season,competition,h2h
,,,,,,,,,,,,,,,,,0.830135,,,,,,,,,,,,,a6448479-b8c6-4507-a233-1c3a5eab7509,3092,,,"[61.5, 44.8]",69274,71,,,,,0.7366563,,Right Foot,,,,"[65.8, 48.7]",,Ground Pass,,5.80517,,,Éver Maximiliano David Banega,,,,,,2,Regular Play,Alberto Facundo Costa,26728.0,Right Center Midfield,193,Valencia,207,"['aa9955b3-44f9-4143-b2e5-7c93eb89a03b', 'e7b55f62-19e4-457f-b192-e7e6782e831f']",3,,,,,,,,,,,,,,,,Valencia,207,00:26:03.802,Pass,True,61.5,44.8,65.8,48.7,5,4,6,4,0.014846,0.016895,0.0020490000000000005,0.0020490000000000005,,,,,2024-09-07 18:28:24.434497,2011-03-02,2010/2011,Spain - La Liga,Valencia vs Barcelona
,,,,,,,,,,,,,,,,,1.005696,,,,,,,,,,,,,b7f9eab2-61ef-4002-a1a8-1312527a079a,3104,,,"[85.9, 45.0]",69274,71,,,,,-0.51325226,,Right Foot,,,,"[102.4, 35.7]",,Low Pass,,18.940434,Incomplete,,Jérémy Mathieu,,,,,,2,Regular Play,Éver Maximiliano David Banega,5504.0,Left Center Midfield,193,Valencia,207,"['5b72590f-fce0-457f-9cf4-4736cbe3c6f7', '97fe68fe-d218-426f-a6d5-00abb89a18a1']",10,,,,,,,,,,,,,,,,Valencia,207,00:26:10.993,Pass,,85.9,45.0,102.4,35.7,8,4,10,3,0.023851,0.108051,0.0842,0.0842,,,,,2024-09-07 18:28:24.434497,2011-03-02,2010/2011,Spain - La Liga,Valencia vs Barcelona
,,,,,,,,,,,,,,,,,1.038961,,,,,,,,,,,,,5b72590f-fce0-457f-9cf4-4736cbe3c6f7,3106,,,"[18.6, 45.3]",69274,71,,,,,-1.0990188,,Right Foot,,,,"[21.1, 40.4]",,Ground Pass,,5.500909,,,Gerard Piqué Bernabéu,,,,,Recovery,2,Regular Play,Daniel Alves da Silva,4324.0,Right Back,194,Barcelona,217,"['204110af-6e99-4966-9bbc-79a6c2310057', 'b7f9eab2-61ef-4002-a1a8-1312527a079a']",11,,,,,,,,,,,,,,,,Barcelona,217,00:26:11.998,Pass,,18.6,45.3,21.1,40.4,1,4,2,3,0.010827,0.010165,-0.0006619999999999994,0.0,,,,,2024-09-07 18:28:24.434497,2011-03-02,2010/2011,Spain - La Liga,Valencia vs Barcelona
,,,,,,,,,,,,,,,,,1.905868,,,,,,,,,,,,,29078cd9-d1c6-4cf0-9ff0-e69eac1aad55,3109,,,"[22.6, 43.2]",69274,71,,,,,-1.066027,,Right Foot,,,,"[34.7, 21.3]",,Ground Pass,,25.020391,,,Andrés Iniesta Luján,,,,,,2,Regular Play,Gerard Piqué Bernabéu,5213.0,Right Center Back,194,Barcelona,217,['50e00bcf-2bda-4767-b8cd-332710e71211'],14,,,,,,,,,,,,,,,,Barcelona,217,00:26:14.201,Pass,,22.6,43.2,34.7,21.3,2,4,3,2,0.010165,0.011105,0.0009399999999999999,0.0009399999999999999,,,,,2024-09-07 18:28:24.434497,2011-03-02,2010/2011,Spain - La Liga,Valencia vs Barcelona
,,,,,,,,,,,,,,,,,1.875972,,,,,,,,,,,,,296f559a-547d-4f1b-9951-68fbefecd817,3113,,,"[49.9, 30.2]",69274,71,,,,,0.75659955,,Right Foot,,,,"[74.9, 53.8]",,Low Pass,,34.379646,Incomplete,,Pedro Eliezer Rodríguez Ledesma,,,,,,2,Regular Play,Andrés Iniesta Luján,5216.0,Left Center Midfield,194,Barcelona,217,"['2955d809-9da5-4efb-8c27-d5b4e8100216', 'acbb15b2-ca04-4e7f-9abe-b0bc4e3932d7']",20,,,,,,,,,,,,,,,,Barcelona,217,00:26:20.351,Pass,,49.9,30.2,74.9,53.8,4,2,7,5,0.012692,0.019351,0.006659,0.006659,,,,,2024-09-07 18:28:24.434497,2011-03-02,2010/2011,Spain - La Liga,Valencia vs Barcelona
,,,,,,,,,,,,,,,,,0.499546,,,,,,,,,,,,,13855674-2a71-4e6c-b7d4-aaeff6769d1a,3116,,,"[71.4, 58.6]",69274,71,,,,,-3.0928507,,Right Foot,,,,"[67.3, 58.4]",,Low Pass,,4.104875,,,Daniel Alves da Silva,,,,,Recovery,2,Regular Play,Pedro Eliezer Rodríguez Ledesma,3958.0,Right Wing,194,Barcelona,217,['e30e5a6a-05a7-4ffb-8aca-30d3959a56c1'],23,,,,,,,,,,,,,,,,Barcelona,217,00:26:23.236,Pass,,71.4,58.6,67.3,58.4,7,5,6,5,0.019351,0.016856,-0.0024950000000000007,0.0,,,,,2024-09-07 18:28:24.434497,2011-03-02,2010/2011,Spain - La Liga,Valencia vs Barcelona
,,,,,,,,,,,,,,,,,2.084863,,,,,,,,,,,,,2cd85d09-fcdd-4dec-b2b3-1b78b1c266a2,3119,,,"[67.3, 58.4]",69274,71,,,,,-0.014704823,,Left Foot,,,,"[80.9, 58.2]",,High Pass,,13.601471,,,Pedro Eliezer Rodríguez Ledesma,,,,,,2,Regular Play,Daniel Alves da Silva,4324.0,Right Back,194,Barcelona,217,['dca264af-14f7-4481-a9ee-6b3200237b0c'],23,,,,,,,,,,,,,,,,Barcelona,217,00:26:23.776,Pass,,67.3,58.4,80.9,58.2,6,5,8,5,0.016856,0.024122,0.007266000000000002,0.007266000000000002,,,,,2024-09-07 18:28:24.434497,2011-03-02,2010/2011,Spain - La Liga,Valencia vs Barcelona
,,,,,,,,,,,,,,,,,2.435622,,,,,,,,,,,,,81dfc347-153d-4170-9855-4de967287abe,3125,,,"[11.7, 35.7]",69274,71,,,,,-1.0010719,,Right Foot,,,,"[33.8, 1.2]",,Low Pass,,40.971455,Out,,,,,,,Recovery,2,Regular Play,Vicente Guaita Panadero,6625.0,Goalkeeper,194,Barcelona,217,,28,,,,,,,,,,,,,,,,Valencia,207,00:26:28.639,Pass,,11.7,35.7,33.8,1.2,0,3,3,0,0.009411,0.009777,0.000366,0.000366,,,,,2024-09-07 18:28:24.434497,2011-03-02,2010/2011,Spain - La Liga,Valencia vs Barcelona
,,,,,,,,,,,,,,,,,0.592582,,,,,,,,,,,,,dfe4387e-9e95-4b6f-9daf-d83f2f34c140,3126,,,"[85.5, 80.0]",69274,71,,,,,-2.4097147,,,,,,"[79.6, 74.7]",,Low Pass,,7.930952,,,Xavier Hernández Creus,,,,,Throw-in,2,From Throw In,Daniel Alves da Silva,4324.0,Right Back,195,Barcelona,217,['731c9620-e680-490c-aaf0-22e07cf922ee'],36,,,,,,,,,,,,,,,,Barcelona,217,00:26:36.012,Pass,,85.5,80.0,79.6,74.7,8,7,7,7,0.021221,0.017451,-0.003769999999999999,0.0,,,,,2024-09-07 18:28:24.434497,2011-03-02,2010/2011,Spain - La Liga,Valencia vs Barcelona
,,,,,,,,,,,,,,,,,0.849219,,,,,,,,,,,,,39da256c-e656-4a0e-8c2c-911b090377fa,3129,,,"[79.6, 74.7]",69274,71,,,,,0.19395915,,Right Foot,,,,"[90.8, 76.9]",,Ground Pass,,11.414026,,,Daniel Alves da Silva,,,,,,2,From Throw In,Xavier Hernández Creus,20131.0,Right Center Midfield,195,Barcelona,217,['f20a3ab4-3222-4efc-9528-39aacc6c0110'],37,,,,,,,,,,,,,,,,Barcelona,217,00:26:37.584,Pass,,79.6,74.7,90.8,76.9,7,7,9,7,0.017451,0.027563,0.010112,0.010112,,,,,2024-09-07 18:28:24.434497,2011-03-02,2010/2011,Spain - La Liga,Valencia vs Barcelona
,,,,,,,,,,,,,,,,,0.937264,,,,,,,,,,,,,ccef6321-146c-4eac-8fe4-bd54bc1bbf52,3132,,,"[90.9, 76.8]",69274,71,,,,,-1.6212585,,Right Foot,,,,"[90.4, 66.9]",,Ground Pass,,9.912619,,,Pedro Eliezer Rodríguez Ledesma,,,,,,2,From Throw In,Daniel Alves da Silva,4324.0,Right Back,195,Barcelona,217,['70e07da4-dcf4-4add-ab0d-85e2607f7eb9'],39,,,,,,,,,,,,,,,,Barcelona,217,00:26:39.458,Pass,,90.9,76.8,90.4,66.9,9,7,8,6,0.027563,0.024015,-0.003547999999999999,0.0,,,,,2024-09-07 18:28:24.434497,2011-03-02,2010/2011,Spain - La Liga,Valencia vs Barcelona
,,,,,,,,,,,,,,,,,0.367292,,,,,,,,,,,,,5d64f5c4-d3a9-4f79-a9f9-d1d9f6bf6af7,3135,,,"[90.4, 66.9]",69274,71,,,,,-2.285605,,Right Foot,,,,"[85.8, 61.6]",,Ground Pass,,7.017834,,,Xavier Hernández Creus,,,,,,2,From Throw In,Pedro Eliezer Rodríguez Ledesma,3958.0,Right Wing,195,Barcelona,217,['47b19b09-ce8e-4d9c-b19d-e2b0eb3f194f'],40,,,,,,,,,,,,,,,,Barcelona,217,00:26:40.435,Pass,,90.4,66.9,85.8,61.6,8,6,8,6,0.024015,0.024015,0.0,0.0,,,,,2024-09-07 18:28:24.434497,2011-03-02,2010/2011,Spain - La Liga,Valencia vs Barcelona
,,,,,,,,,,,,,,,,,0.736885,,,,,,,,,,,,,b4bb2882-a1ac-4a75-b16a-576034536552,3138,,,"[86.0, 56.7]",69274,71,,,,,-0.15176515,,Left Foot,,,,"[94.5, 55.4]",,Ground Pass,,8.598837,,,Lionel Andrés Messi Cuccittini,,,,,,2,From Throw In,Xavier Hernández Creus,20131.0,Right Center Midfield,195,Barcelona,217,['1c0c43e8-560e-49d9-a26b-3499c25f7d1d'],42,,,,,,,,,,,,,,,,Barcelona,217,00:26:42.106,Pass,,86.0,56.7,94.5,55.4,8,5,9,5,0.024122,0.028552,0.00443,0.00443,,,,,2024-09-07 18:28:24.434497,2011-03-02,2010/2011,Spain - La Liga,Valencia vs Barcelona
,,,,,,,,,,,,,,,,,1.83126,,,,,,,,,,,,,40cca0a6-13b9-4ada-9b3c-19d1e3070b99,3142,,,"[94.4, 49.9]",69274,71,,,,,-1.3800123,,Left Foot,,,,"[98.9, 26.6]",,Ground Pass,,23.730572,,,Andrés Iniesta Luján,,,,,,2,From Throw In,Lionel Andrés Messi Cuccittini,5503.0,Center Forward,195,Barcelona,217,['bb527185-a3da-4d0f-bd29-83f4e3741756'],44,,,,,,,,,,,,,,,,Barcelona,217,00:26:44.930,Pass,,94.4,49.9,98.9,26.6,9,4,9,2,0.035113,0.028552,-0.006560999999999997,0.0,,,,,2024-09-07 18:28:24.434497,2011-03-02,2010/2011,Spain - La Liga,Valencia vs Barcelona
,,,,,,,,,,,,,,,,,1.3872,,,,,,,,,,,,,cf34ce38-b81d-41a1-8ffe-209d7c9d72d7,3151,,,"[114.2, 1.0]",69274,72,,,,,1.9026475,,,,,,"[109.1, 15.8]",,Low Pass,,15.654073,,,David Villa Sánchez,,,,,Throw-in,2,From Throw In,Adriano Correia Claro,22102.0,Left Back,196,Barcelona,217,['9175d0e6-064f-4182-bc46-c70a8b53f824'],8,,,,,,,,,,,,,,,,Barcelona,217,00:27:08.580,Pass,,114.2,1.0,109.1,15.8,11,0,10,1,0.037926,0.04067,0.0027439999999999964,0.0027439999999999964,,,,,2024-09-07 18:28:24.434497,2011-03-02,2010/2011,Spain - La Liga,Valencia vs Barcelona
,,,,,,,,,,,,,,,,,1.256377,,,,,,,,,,,,,643d90af-b5e0-4335-b391-69cdcaeca48f,3154,,,"[107.2, 16.2]",69274,72,,,,,2.7896888,,Right Foot,,,,"[94.4, 20.9]",,Low Pass,,13.635615,,,Sergio Busquets i Burgos,,,,,,2,From Throw In,David Villa Sánchez,12737.0,Left Wing,196,Barcelona,217,['7817600a-4bc9-44da-83d7-3c1319fc353d'],10,,,,,,,,,,,,,,,,Barcelona,217,00:27:10.047,Pass,,107.2,16.2,94.4,20.9,10,1,9,2,0.04067,0.028552,-0.012117999999999997,0.0,,,,,2024-09-07 18:28:24.434497,2011-03-02,2010/2011,Spain - La Liga,Valencia vs Barcelona
,,,,,,,,,,,,,,,,,2.032985,,,,,,,,,,,,,cd0c1fd6-feda-4c41-a7aa-07c42837e78c,3157,,,"[92.8, 22.6]",69274,72,,,,,1.7576165,,Right Foot,,,,"[86.6, 55.4]",,Ground Pass,,33.380833,,,Daniel Alves da Silva,,,,,,2,From Throw In,Sergio Busquets i Burgos,5203.0,Center Defensive Midfield,196,Barcelona,217,['6f411c59-997b-4b4c-a109-6d13427d0f01'],12,,,,,,,,,,,,,,,,Barcelona,217,00:27:12.709,Pass,,92.8,22.6,86.6,55.4,9,2,8,5,0.028552,0.024122,-0.00443,0.0,,,,,2024-09-07 18:28:24.434497,2011-03-02,2010/2011,Spain - La Liga,Valencia vs Barcelona
,,,,,,,,,,,,,,,,,3.532729,,,,,,,,,,,,,f2872bc4-173f-4193-9b89-b258345b3a84,3160,,,"[88.3, 54.2]",69274,72,,,,,-0.76733774,,Right Foot,,,,"[119.3, 24.3]",,Low Pass,,43.069828,Out,,Pedro Eliezer Rodríguez Ledesma,,,,,,2,From Throw In,Daniel Alves da Silva,4324.0,Right Back,196,Barcelona,217,['cf757825-87b5-4bea-a36c-f57719bbcad8'],17,,,,,,,,,,,,,,,,Barcelona,217,00:27:17.644,Pass,,88.3,54.2,119.3,24.3,8,5,11,2,0.024122,0.064426,0.04030399999999999,0.04030399999999999,,,,,2024-09-07 18:28:24.434497,2011-03-02,2010/2011,Spain - La Liga,Valencia vs Barcelona
,,,,,,,,,,,,,,,,,3.683562,,,,,,,,,,,,,c384f05b-bb28-4d30-bfe9-9e46ba5f487a,3162,,,"[7.0, 45.0]",69274,72,,,,,0.4392943,,Left Foot,,,,"[68.5, 73.9]",,High Pass,,67.9519,Incomplete,,Marius Stankevičius,,,,,Goal Kick,2,From Goal Kick,Vicente Guaita Panadero,6625.0,Goalkeeper,197,Valencia,207,"['037ead5d-13fc-48d9-bd68-7d82a66cb519', '78e8f216-3b9c-4350-ae0a-52f900fb7ff8']",45,,,,,,,,,,,,,,,,Valencia,207,00:27:45.014,Pass,,7.0,45.0,68.5,73.9,0,4,6,7,0.009411,0.014736,0.005325000000000002,0.005325000000000002,,,,,2024-09-07 18:28:24.434497,2011-03-02,2010/2011,Spain - La Liga,Valencia vs Barcelona
,,,,,,,,,,,,,,,,,1.495832,,,,,,,,,,,,,81cb5ef1-ee1f-4b75-9756-04846f11b193,3166,,,"[65.6, 80.0]",69274,73,,True,,,-0.9675665,,,,,,"[74.9, 66.5]",,High Pass,,16.393291,Incomplete,,,,,,,Throw-in,2,From Throw In,Marius Stankevičius,26681.0,Right Back,198,Valencia,207,['bb9f34c9-4da1-4164-af84-6520d1be28bb'],2,,,,,,,,,,,,,,,,Valencia,207,00:28:02.231,Pass,,65.6,80.0,74.9,66.5,6,7,7,6,0.014736,0.018703,0.003967,0.003967,,,,,2024-09-07 18:28:24.434497,2011-03-02,2010/2011,Spain - La Liga,Valencia vs Barcelona
,,,,,,,,,,,,,,,,,0.966158,,,,,,,,,,,,,64da5e81-125c-4c65-9d13-a194b839fbcd,3168,,,"[43.4, 10.3]",69274,73,,,,,-0.42214894,,Right Foot,,,,"[55.2, 5.0]",,Ground Pass,,12.93561,,,Andrés Iniesta Luján,,,,,,2,From Throw In,Xavier Hernández Creus,20131.0,Right Center Midfield,198,Valencia,207,['32c00afc-0987-4f21-a820-0458cad951b2'],4,,,,,,,,,,,,,,,,Barcelona,217,00:28:04.586,Pass,,43.4,10.3,55.2,5.0,4,0,5,0,0.011263,0.012483,0.0012199999999999989,0.0012199999999999989,,,,,2024-09-07 18:28:24.434497,2011-03-02,2010/2011,Spain - La Liga,Valencia vs Barcelona
,,,,,,,,,,,,,,,,,0.646021,,,,,,,,,,,,,7e7d67f4-d951-436e-ba26-cf2705889f85,3175,,,"[65.5, 78.8]",69274,73,,,,,-0.5667292,,Left Foot,,,,"[73.2, 73.9]",,Ground Pass,,9.1268835,,,Pablo Hernández Domínguez,,,,,Recovery,2,From Throw In,Marius Stankevičius,26681.0,Right Back,198,Valencia,207,['8e8461a4-7930-4856-bd35-42be62b00bfc'],12,,,,,,,,,,,,,,,,Valencia,207,00:28:12.218,Pass,,65.5,78.8,73.2,73.9,6,7,7,7,0.014736,0.017451,0.0027150000000000004,0.0027150000000000004,,,,,2024-09-07 18:28:24.434497,2011-03-02,2010/2011,Spain - La Liga,Valencia vs Barcelona
,,,,,,,,,,,,,,,,,1.062727,,,,,,,,,,,,,5760bbee-d8f9-41c0-bd08-8e92a76cfbd7,3178,,,"[72.3, 73.2]",69274,73,,,,,-2.9813619,,Right Foot,,,,"[62.4, 71.6]",,Ground Pass,,10.02846,,,Alberto Facundo Costa,,,,,,2,From Throw In,Pablo Hernández Domínguez,4711.0,Right Midfield,198,Valencia,207,['02c8a8af-ca3f-4c2b-a91f-8ebe60382a5e'],13,,,,,,,,,,,,,,,,Valencia,207,00:28:13.134,Pass,,72.3,73.2,62.4,71.6,7,7,6,7,0.017451,0.014736,-0.0027150000000000004,0.0,,,,,2024-09-07 18:28:24.434497,2011-03-02,2010/2011,Spain - La Liga,Valencia vs Barcelona
,,,,,,,,,,,,,,,,,0.970501,,,,,,,,,,,,,69921df3-499b-483a-a9dd-36542d8b8812,3183,,,"[64.9, 74.7]",69274,73,,,,,1.9638543,,Left Foot,,,,"[63.2, 78.8]",,Ground Pass,,4.438468,,,Marius Stankevičius,,,,,,2,From Throw In,Alberto Facundo Costa,26728.0,Right Center Midfield,198,Valencia,207,"['19bc8a86-f8df-46f6-b1e7-b1b319226c47', '6eec469b-83a8-4190-a960-3f0a4c36ff11']",16,,,,,,,,,,,,,,,,Valencia,207,00:28:16.020,Pass,True,64.9,74.7,63.2,78.8,6,7,6,7,0.014736,0.014736,0.0,0.0,,,,,2024-09-07 18:28:24.434497,2011-03-02,2010/2011,Spain - La Liga,Valencia vs Barcelona
,,,,,,,,,,,,,,,,,0.9031,,,,,,,,,,,,,c13364a5-1bea-4286-988e-e0588b29808f,3186,,,"[63.2, 78.8]",69274,73,,,,,-0.096473776,,Right Foot,,,,"[72.5, 77.9]",,Ground Pass,,9.343447,,,Juan Manuel Mata García,,,,,,2,From Throw In,Marius Stankevičius,26681.0,Right Back,198,Valencia,207,['9b31defa-5578-4a21-bb11-cd0cebcf9bc0'],17,,,,,,,,,,,,,,,,Valencia,207,00:28:17.030,Pass,,63.2,78.8,72.5,77.9,6,7,7,7,0.014736,0.017451,0.0027150000000000004,0.0027150000000000004,,,,,2024-09-07 18:28:24.434497,2011-03-02,2010/2011,Spain - La Liga,Valencia vs Barcelona
,,,,,,,,,,,,,,,,,0.391066,,,,,,,,,,,,,427ae10a-c877-4293-8137-14d0d297af61,3189,,,"[72.5, 77.9]",69274,73,,,,,-2.3561945,,Left Foot,,,,"[70.8, 76.2]",,Ground Pass,,2.4041631,Incomplete,,Alberto Facundo Costa,,,,,,2,From Throw In,Juan Manuel Mata García,3294.0,Left Center Forward,198,Valencia,207,"['31e753fb-3768-4c9d-95a2-6500662487c7', '52d9f3ff-b4be-4cab-b95e-cdcd4d414aff']",18,,,,,,,,,,,,,,,,Valencia,207,00:28:18.191,Pass,,72.5,77.9,70.8,76.2,7,7,7,7,0.017451,0.017451,0.0,0.0,,,,,2024-09-07 18:28:24.434497,2011-03-02,2010/2011,Spain - La Liga,Valencia vs Barcelona
,,,,,,,,,,,,,,,,,0.694751,,,,,,,,,,,,,24879693-fbc9-4be1-8930-f6e43fda8bd6,3193,,,"[50.8, 2.3]",69274,73,,,,,2.1840036,,Left Foot,,,,"[48.9, 5.0]",,Ground Pass,,3.3015149,,,Andrés Iniesta Luján,,,,,,2,From Throw In,Sergio Busquets i Burgos,5203.0,Center Defensive Midfield,198,Valencia,207,['92b07d73-88a4-4f26-bc3c-c1ed868fbc4f'],19,,,,,,,,,,,,,,,,Barcelona,217,00:28:19.469,Pass,,50.8,2.3,48.9,5.0,4,0,4,0,0.011263,0.011263,0.0,0.0,,,,,2024-09-07 18:28:24.434497,2011-03-02,2010/2011,Spain - La Liga,Valencia vs Barcelona
,,,,,,,,,,,,,,,,,1.113141,,,,,,,,,,,,,108adcad-2a54-4d96-861e-4413f677b5e9,3201,,,"[56.3, 7.1]",69274,73,,,,,0.109089,,Right Foot,,,,"[77.3, 9.4]",,Ground Pass,,21.125576,Incomplete,,David Villa Sánchez,,,,,,2,From Throw In,Sergio Busquets i Burgos,5203.0,Center Defensive Midfield,198,Valencia,207,"['0542a1ff-7f90-4e93-84c5-4d5142e4f70a', '17216273-7266-4a6d-b349-be5cb970d7b2']",23,,,,,,,,,,,,,,,,Barcelona,217,00:28:23.566,Pass,,56.3,7.1,77.3,9.4,5,0,7,0,0.012483,0.017451,0.004968000000000002,0.004968000000000002,,,,,2024-09-07 18:28:24.434497,2011-03-02,2010/2011,Spain - La Liga,Valencia vs Barcelona
,,,,,,,,,,,,,,,,,1.11521,,,,,,,,,,,,,93df29f5-6eb1-432f-be33-b57591ee14ef,3205,,,"[43.1, 71.6]",69274,73,,,,,-0.30587888,,Right Foot,,,,"[54.5, 68.0]",,Ground Pass,,11.954915,,,Alberto Facundo Costa,,,,,,2,From Throw In,Ricardo Miguel Moreira da Costa,19454.0,Right Center Back,198,Valencia,207,['d7658819-36d7-4f74-9d99-4a14ab4d2cfa'],25,,,,,,,,,,,,,,,,Valencia,207,00:28:25.587,Pass,,43.1,71.6,54.5,68.0,4,7,5,6,0.011263,0.013845,0.0025819999999999992,0.0025819999999999992,,,,,2024-09-07 18:28:24.434497,2011-03-02,2010/2011,Spain - La Liga,Valencia vs Barcelona
,,,,,,,,,,,,,,,,,1.162608,,,,,,,,,,,,,867b8847-e886-4353-9bba-35b820bf24da,3208,,,"[54.5, 68.0]",69274,73,,,,,2.9269078,,Left Foot,,,,"[41.2, 70.9]",,Ground Pass,,13.612494,,,Ricardo Miguel Moreira da Costa,,,,,,2,From Throw In,Alberto Facundo Costa,26728.0,Right Center Midfield,198,Valencia,207,['9ba9204a-5f81-45b5-922b-1d223b5e3077'],27,,,,,,,,,,,,,,,,Valencia,207,00:28:27.108,Pass,,54.5,68.0,41.2,70.9,5,6,4,7,0.013845,0.011263,-0.0025819999999999992,0.0,,,,,2024-09-07 18:28:24.434497,2011-03-02,2010/2011,Spain - La Liga,Valencia vs Barcelona
,,,,,,,,,,,,,,,,,0.72151,,,,,,,,,,,,,d4dea07b-cc8f-4d4b-a832-207ae6dd6042,3212,,,"[40.7, 71.1]",69274,73,,,,,0.7335927,,Right Foot,,,,"[47.8, 77.5]",,Ground Pass,,9.558765,,,Marius Stankevičius,,,,,,2,From Throw In,Ricardo Miguel Moreira da Costa,19454.0,Right Center Back,198,Valencia,207,"['3c47ecbc-ca4f-4a18-a27d-2c32de2507f3', '849f9e55-1b28-4574-aa87-a2ad4857ada7']",28,,,,,,,,,,,,,,,,Valencia,207,00:28:28.350,Pass,True,40.7,71.1,47.8,77.5,3,7,4,7,0.009777,0.011263,0.0014860000000000012,0.0014860000000000012,,,,,2024-09-07 18:28:24.434497,2011-03-02,2010/2011,Spain - La Liga,Valencia vs Barcelona
,,,,,,,,,,,,,,,,,3.312592,,,,,,,,,,,,,3ed024a2-c4d3-47b2-9875-eb10bc960fa9,3218,,,"[40.1, 80.0]",69274,73,,,,,-2.028426,,,,,,"[20.4, 40.0]",,High Pass,,44.588,,,Vicente Guaita Panadero,,True,,,Throw-in,2,From Throw In,Marius Stankevičius,26681.0,Right Back,199,Valencia,207,['ce2d5dea-f5c1-4d8b-9f0d-01395bb1ef13'],38,,,,,,,,,,,,,,,,Valencia,207,00:28:38.258,Pass,,40.1,80.0,20.4,40.0,3,7,2,3,0.009777,0.010165,0.0003880000000000012,0.0003880000000000012,,,,,2024-09-07 18:28:24.434497,2011-03-02,2010/2011,Spain - La Liga,Valencia vs Barcelona
,,,,,,,,,,,,,,,,,3.255847,,,,,,,,,,,,,4d80f79d-5c2c-4a0e-a802-d15ea8bf8f36,3221,,,"[20.6, 40.4]",69274,73,,,,,0.26457387,,Right Foot,,,,"[66.0, 52.7]",,High Pass,,47.036686,Pass Offside,,Roberto Soldado Rillo,,,,,,2,From Throw In,Vicente Guaita Panadero,6625.0,Goalkeeper,199,Valencia,207,['6aa2ad21-0922-4061-ba5e-ec575b2216ac'],41,,,,,,,,,,,,,,,,Valencia,207,00:28:41.815,Pass,,20.6,40.4,66.0,52.7,1,3,6,5,0.010827,0.016856,0.006029,0.006029,,,,,2024-09-07 18:28:24.434497,2011-03-02,2010/2011,Spain - La Liga,Valencia vs Barcelona
,,,,,,,,,,,,,,,,,0.862759,,,,,,,,,,,,,23540267-72c0-4a9f-a21c-9f5c912924ce,3223,,,"[51.9, 42.5]",69274,73,,,,,-1.0683751,,Left Foot,,,,"[56.9, 33.4]",,Ground Pass,,10.38316,,,Xavier Hernández Creus,,,,,Free Kick,2,From Free Kick,Sergio Busquets i Burgos,5203.0,Center Defensive Midfield,200,Barcelona,217,['a366d852-f514-409b-adce-dd4a301d4552'],49,,,,,,,,,,,,,,,,Barcelona,217,00:28:49.133,Pass,,51.9,42.5,56.9,33.4,5,4,5,3,0.014846,0.014846,0.0,0.0,,,,,2024-09-07 18:28:24.434497,2011-03-02,2010/2011,Spain - La Liga,Valencia vs Barcelona
,,,,,,,,,,,,,,,,,1.289929,,,,,,,,,,,,,d1b9fc0f-3332-4d43-8544-372d1adbea74,3225,,,"[56.9, 33.4]",69274,73,,True,,,1.696792,,Left Foot,,,,"[55.0, 48.4]",,Ground Pass,,15.119855,,,Gerard Piqué Bernabéu,,,,,,2,From Free Kick,Xavier Hernández Creus,20131.0,Right Center Midfield,200,Barcelona,217,['c3cf2ffe-f5ef-4ad7-aa3b-e91cc7c9dfff'],50,,,,,,,,,,,,,,,,Barcelona,217,00:28:50.919,Pass,,56.9,33.4,55.0,48.4,5,3,5,4,0.014846,0.014846,0.0,0.0,,,,,2024-09-07 18:28:24.434497,2011-03-02,2010/2011,Spain - La Liga,Valencia vs Barcelona
